Justin Lee    ,Justin Lee,import org.apache.hadoop.mapred.RecordWriter,
Justin Lee    ,Justin Lee,import org.apache.hadoop.mapred.Reporter,
,,,45
Justin Lee   ,Justin Lee,import org.apache.hadoop.mapred.JobContext,
Justin Lee   ,Justin Lee,import org.apache.hadoop.mapred.OutputCommitter,
Justin Lee   ,Justin Lee,import org.apache.hadoop.mapred.TaskAttemptContext,
,,,60
Justin Lee    ,Justin Lee,import org.apache.hadoop.fs.FSDataOutputStream,
Justin Lee    ,Justin Lee,import org.apache.hadoop.fs.FileSystem,
Justin Lee    ,Justin Lee,import org.apache.hadoop.fs.Path,
Justin Lee    ,Justin Lee,import org.apache.hadoop.mapred.FileOutputFormat,
Justin Lee    ,Justin Lee,import org.apache.hadoop.mapred.JobConf,
Justin Lee    ,Justin Lee,import org.apache.hadoop.mapred.RecordWriter,
Justin Lee    ,Justin Lee,import org.apache.hadoop.util.Progressable,
,,,61
Brendan W. McAdams  ,Brendan W. McAdams,import org.apache.hadoop.conf.Configuration,
Brendan W. McAdams  ,Brendan W. McAdams,import org.apache.hadoop.io.NullWritable,
Justin Lee          ,Justin Lee,import org.apache.hadoop.mapred.FileSplit,
Mike O'Brien        ,Mike O'Brien,import org.apache.hadoop.mapred.InputSplit,
Mike O'Brien        ,Mike O'Brien,import org.apache.hadoop.mapred.RecordReader,
,,,109
Luke Lovett  ,Luke Lovett,import org.apache.hadoop.fs.Path,
Luke Lovett  ,Luke Lovett,import org.apache.hadoop.io.Text,
Luke Lovett  ,Luke Lovett,import org.apache.hadoop.mapred.FileSplit,
,,,42
Justin Lee          ,Justin Lee,import org.apache.hadoop.mapred.InputSplit,
Justin Lee          ,Justin Lee,import org.apache.hadoop.mapred.RecordReader,
Justin Lee          ,Justin Lee,import org.apache.hadoop.mapred.TaskAttemptContext,
,,,127
Luke Lovett         ,Luke Lovett,import org.apache.hadoop.conf.Configuration,
Mike O'Brien        ,Mike O'Brien,import org.apache.hadoop.io.Writable,
Justin Lee          ,Justin Lee,import org.apache.hadoop.mapreduce.InputSplit,
,,,352
Brendan W. McAdams  ,Brendan W. McAdams,import org.apache.hadoop.conf.Configuration,
Brendan W. McAdams  ,Brendan W. McAdams,import org.apache.hadoop.fs.FSDataInputStream,
Brendan W. McAdams  ,Brendan W. McAdams,import org.apache.hadoop.fs.FileSystem,
Brendan W. McAdams  ,Brendan W. McAdams,import org.apache.hadoop.fs.Path,
Luke Lovett         ,Luke Lovett,import org.apache.hadoop.fs.Seekable,
Brendan W. McAdams  ,Brendan W. McAdams,import org.apache.hadoop.io.NullWritable,
Luke Lovett         ,Luke Lovett,import org.apache.hadoop.io.compress.CodecPool,
Luke Lovett         ,Luke Lovett,import org.apache.hadoop.io.compress.CompressionCodec,
Luke Lovett         ,Luke Lovett,import org.apache.hadoop.io.compress.CompressionCodecFactory,
Luke Lovett         ,Luke Lovett,import org.apache.hadoop.io.compress.Decompressor,
Brendan W. McAdams  ,Brendan W. McAdams,import org.apache.hadoop.mapreduce.InputSplit,
Brendan W. McAdams  ,Brendan W. McAdams,import org.apache.hadoop.mapreduce.RecordReader,
Brendan W. McAdams  ,Brendan W. McAdams,import org.apache.hadoop.mapreduce.TaskAttemptContext,
Brendan W. McAdams  ,Brendan W. McAdams,import org.apache.hadoop.mapreduce.lib.input.FileSplit,
,,,225
Luke Lovett  ,Luke Lovett,import org.apache.hadoop.fs.Path,
Luke Lovett  ,Luke Lovett,import org.apache.hadoop.io.Text,
Luke Lovett  ,Luke Lovett,import org.apache.hadoop.mapreduce.lib.input.FileSplit,
,,,43
Luke Lovett  ,Luke Lovett,import org.apache.hadoop.mapreduce.InputSplit,
,,,187
Luke Lovett         ,Luke Lovett,import org.apache.hadoop.io.NullWritable,
Justin Lee          ,Justin Lee,import org.apache.hadoop.mapreduce.InputSplit,
Justin Lee          ,Justin Lee,import org.apache.hadoop.mapreduce.RecordReader,
Justin Lee          ,Justin Lee,import org.apache.hadoop.mapreduce.TaskAttemptContext,
,,,103
Mike O'Brien  ,Mike O'Brien,import org.apache.hadoop.fs.Path,
Mike O'Brien  ,Mike O'Brien,import org.apache.hadoop.fs.PathFilter,
,,,38
Justin Lee  ,Justin Lee,import org.apache.hadoop.conf.Configuration,
Justin Lee  ,Justin Lee,import org.apache.hadoop.fs.FileSystem,
Justin Lee  ,Justin Lee,import org.apache.hadoop.io.IntWritable,
Justin Lee  ,Justin Lee,import org.apache.hadoop.io.Text,
Justin Lee  ,Justin Lee,import org.apache.hadoop.util.ToolRunner,
,,,50
Justin Lee    ,Justin Lee,import org.apache.hadoop.io.NullWritable,
Justin Lee    ,Justin Lee,import org.apache.hadoop.io.Text,
Justin Lee    ,Justin Lee,import org.apache.hadoop.mapred.JobConf,
Justin Lee    ,Justin Lee,import org.apache.hadoop.mapred.OutputCollector,
Justin Lee    ,Justin Lee,import org.apache.hadoop.mapred.Reporter,
Justin Lee    ,Justin Lee,import org.apache.hadoop.mapreduce.Reducer,
,,,64
Justin Lee    ,Justin Lee,import org.apache.hadoop.io.IntWritable,
Justin Lee    ,Justin Lee,import org.apache.hadoop.io.Text,
Justin Lee    ,Justin Lee,import org.apache.hadoop.mapred.JobConf,
Justin Lee    ,Justin Lee,import org.apache.hadoop.mapred.OutputCollector,
Justin Lee    ,Justin Lee,import org.apache.hadoop.mapred.Reporter,
Justin Lee    ,Justin Lee,import org.apache.hadoop.mapreduce.Mapper,
,,,47
Justin Lee    ,Justin Lee,import org.apache.hadoop.io.IntWritable,
Justin Lee    ,Justin Lee,import org.apache.hadoop.io.NullWritable,
Justin Lee    ,Justin Lee,import org.apache.hadoop.io.Text,
Justin Lee    ,Justin Lee,import org.apache.hadoop.mapred.JobConf,
Justin Lee    ,Justin Lee,import org.apache.hadoop.mapred.OutputCollector,
Justin Lee    ,Justin Lee,import org.apache.hadoop.mapred.Reporter,
Justin Lee    ,Justin Lee,import org.apache.hadoop.mapreduce.Reducer,
,,,76
Justin Lee    ,Justin Lee,import org.apache.hadoop.io.IntWritable,
Justin Lee    ,Justin Lee,import org.apache.hadoop.io.Text,
Justin Lee    ,Justin Lee,import org.apache.hadoop.mapred.JobConf,
Justin Lee    ,Justin Lee,import org.apache.hadoop.mapred.OutputCollector,
Justin Lee    ,Justin Lee,import org.apache.hadoop.mapred.Reporter,
Justin Lee    ,Justin Lee,import org.apache.hadoop.mapreduce.Reducer,
,,,50
Justin Lee  ,Justin Lee,import org.apache.hadoop.conf.Configuration,
Justin Lee  ,Justin Lee,import org.apache.hadoop.io.IntWritable,
Justin Lee  ,Justin Lee,import org.apache.hadoop.io.Text,
Justin Lee  ,Justin Lee,import org.apache.hadoop.util.ToolRunner,
,,,44
Justin Lee    ,Justin Lee,import org.apache.hadoop.io.Text,
Justin Lee    ,Justin Lee,import org.apache.hadoop.mapred.JobConf,
Justin Lee    ,Justin Lee,import org.apache.hadoop.mapred.OutputCollector,
Justin Lee    ,Justin Lee,import org.apache.hadoop.mapred.Reporter,
Justin Lee    ,Justin Lee,import org.apache.hadoop.mapreduce.Mapper,
,,,51
Justin Lee          ,Justin Lee,import org.apache.hadoop.io.DoubleWritable,
Justin Lee          ,Justin Lee,import org.apache.hadoop.io.IntWritable,
Justin Lee          ,Justin Lee,import org.apache.hadoop.mapred.JobConf,
Justin Lee          ,Justin Lee,import org.apache.hadoop.mapred.OutputCollector,
Justin Lee          ,Justin Lee,import org.apache.hadoop.mapred.Reporter,
Justin Lee          ,Justin Lee,import org.apache.hadoop.mapreduce.Reducer,
,,,103
Justin Lee    ,Justin Lee,import org.apache.hadoop.io.DoubleWritable,
Justin Lee    ,Justin Lee,import org.apache.hadoop.io.IntWritable,
Justin Lee    ,Justin Lee,import org.apache.hadoop.io.NullWritable,
Justin Lee    ,Justin Lee,import org.apache.hadoop.mapreduce.Reducer,
,,,80
Justin Lee          ,Justin Lee,import org.apache.hadoop.io.DoubleWritable,
Justin Lee          ,Justin Lee,import org.apache.hadoop.io.IntWritable,
Justin Lee          ,Justin Lee,import org.apache.hadoop.mapred.JobConf,
Justin Lee          ,Justin Lee,import org.apache.hadoop.mapred.OutputCollector,
Justin Lee          ,Justin Lee,import org.apache.hadoop.mapred.Reporter,
Justin Lee          ,Justin Lee,import org.apache.hadoop.mapreduce.Mapper,
,,,72
Justin Lee    ,Justin Lee,import org.apache.hadoop.conf.Configuration,
Justin Lee    ,Justin Lee,import org.apache.hadoop.util.ToolRunner,
,,,47
Justin Lee          ,Justin Lee,import org.apache.hadoop.conf.Configuration,
Justin Lee          ,Justin Lee,import org.apache.hadoop.io.DoubleWritable,
Justin Lee          ,Justin Lee,import org.apache.hadoop.io.IntWritable,
Justin Lee          ,Justin Lee,import org.apache.hadoop.util.ToolRunner,
,,,58
Justin Lee    ,Justin Lee,import org.apache.hadoop.io.IntWritable,
Justin Lee    ,Justin Lee,import org.apache.hadoop.mapred.JobConf,
Justin Lee    ,Justin Lee,import org.apache.hadoop.mapred.OutputCollector,
Justin Lee    ,Justin Lee,import org.apache.hadoop.mapred.Reporter,
Justin Lee    ,Justin Lee,import org.apache.hadoop.mapreduce.Reducer,
,,,86
Justin Lee    ,Justin Lee,import org.apache.hadoop.io.IntWritable,
Justin Lee    ,Justin Lee,import org.apache.hadoop.mapred.JobConf,
Justin Lee    ,Justin Lee,import org.apache.hadoop.mapred.OutputCollector,
Justin Lee    ,Justin Lee,import org.apache.hadoop.mapred.Reporter,
Justin Lee    ,Justin Lee,import org.apache.hadoop.mapreduce.Mapper,
,,,71
Justin Lee    ,Justin Lee,import org.apache.hadoop.conf.Configuration,
Luke Lovett   ,Luke Lovett,import org.apache.hadoop.fs.Path,
Justin Lee    ,Justin Lee,import org.apache.hadoop.io.IntWritable,
Luke Lovett   ,Luke Lovett,import org.apache.hadoop.mapred.FileInputFormat,
Luke Lovett   ,Luke Lovett,import org.apache.hadoop.mapred.JobConf,
Justin Lee    ,Justin Lee,import org.apache.hadoop.util.ToolRunner,
,,,62
Mike O'Brien  ,Mike O'Brien,import org.apache.hadoop.io.WritableComparable,
,,,81
Bryan Reinero  ,Bryan Reinero,import org.apache.hadoop.conf.Configuration,
,,,109
Bryan Reinero  ,Bryan Reinero,import org.apache.hadoop.conf.Configuration,
,,,82
Luke Lovett  ,Luke Lovett,import org.apache.hadoop.conf.Configuration,
Luke Lovett  ,Luke Lovett,import org.apache.hadoop.util.Tool,
Luke Lovett  ,Luke Lovett,import org.apache.hadoop.util.ToolRunner,
,,,108
Luke Lovett  ,Luke Lovett,import org.apache.hadoop.conf.Configuration,
Luke Lovett  ,Luke Lovett,import org.apache.hadoop.io.NullWritable,
Luke Lovett  ,Luke Lovett,import org.apache.hadoop.io.Text,
Luke Lovett  ,Luke Lovett,import org.apache.hadoop.mapred.JobConf,
Luke Lovett  ,Luke Lovett,import org.apache.hadoop.mapreduce.Mapper,
Luke Lovett  ,Luke Lovett,import org.apache.hadoop.mapreduce.Reducer,
Luke Lovett  ,Luke Lovett,import org.apache.hadoop.util.ToolRunner,
,,,155
Sweet Song    ,Sweet Song,import org.apache.hadoop.conf.Configuration,
Sweet Song    ,Sweet Song,import org.apache.hadoop.hive.serde.serdeConstants,
Sweet Song    ,Sweet Song,import org.apache.hadoop.hive.serde2.SerDeException,
Sweet Song    ,Sweet Song,import org.apache.hadoop.hive.serde2.io.TimestampWritable,
Justin Lee    ,Justin Lee,import org.apache.hadoop.hive.serde2.objectinspector.ListObjectInspector,
Justin Lee    ,Justin Lee,import org.apache.hadoop.hive.serde2.objectinspector.MapObjectInspector,
Justin Lee    ,Justin Lee,import org.apache.hadoop.hive.serde2.objectinspector.ObjectInspector,
Justin Lee    ,Justin Lee,import org.apache.hadoop.hive.serde2.objectinspector.ObjectInspectorFactory,
Justin Lee    ,Justin Lee,import org.apache.hadoop.hive.serde2.objectinspector.StructObjectInspector,
Justin Lee    ,Justin Lee,import org.apache.hadoop.hive.serde2.objectinspector.primitive.PrimitiveObjectInspectorFactory,
,,,383
Luke Lovett  ,Luke Lovett,import org.apache.hadoop.conf.Configuration,
Luke Lovett  ,Luke Lovett,import org.apache.hadoop.hive.ql.metadata.HiveStoragePredicateHandler,
Luke Lovett  ,Luke Lovett,import org.apache.hadoop.hive.ql.plan.ExprNodeColumnDesc,
Luke Lovett  ,Luke Lovett,import org.apache.hadoop.hive.ql.plan.ExprNodeConstantDesc,
Luke Lovett  ,Luke Lovett,import org.apache.hadoop.hive.ql.plan.ExprNodeDesc,
Luke Lovett  ,Luke Lovett,import org.apache.hadoop.hive.ql.plan.ExprNodeGenericFuncDesc,
Luke Lovett  ,Luke Lovett,import org.apache.hadoop.hive.ql.udf.generic.GenericUDFBetween,
Luke Lovett  ,Luke Lovett,import org.apache.hadoop.hive.ql.udf.generic.GenericUDFOPAnd,
Luke Lovett  ,Luke Lovett,import org.apache.hadoop.hive.ql.udf.generic.GenericUDFOPGreaterThan,
Luke Lovett  ,Luke Lovett,import org.apache.hadoop.hive.serde.serdeConstants,
Luke Lovett  ,Luke Lovett,import org.apache.hadoop.hive.serde2.SerDeException,
Luke Lovett  ,Luke Lovett,import org.apache.hadoop.hive.serde2.typeinfo.TypeInfoFactory,
,,,110
Luke Lovett  ,Luke Lovett,import org.apache.hadoop.hive.ql.exec.ColumnInfo,
Luke Lovett  ,Luke Lovett,import org.apache.hadoop.hive.serde2.typeinfo.TypeInfoFactory,
,,,207
Luke Lovett  ,Luke Lovett,import org.apache.hadoop.hive.ql.index.IndexPredicateAnalyzer,
Luke Lovett  ,Luke Lovett,import org.apache.hadoop.hive.ql.index.IndexSearchCondition,
Luke Lovett  ,Luke Lovett,import org.apache.hadoop.hive.ql.plan.ExprNodeColumnDesc,
Luke Lovett  ,Luke Lovett,import org.apache.hadoop.hive.ql.plan.ExprNodeConstantDesc,
Luke Lovett  ,Luke Lovett,import org.apache.hadoop.hive.ql.plan.ExprNodeDesc,
Luke Lovett  ,Luke Lovett,import org.apache.hadoop.hive.ql.plan.ExprNodeGenericFuncDesc,
Luke Lovett  ,Luke Lovett,import org.apache.hadoop.hive.ql.udf.generic.GenericUDFOPAnd,
Luke Lovett  ,Luke Lovett,import org.apache.hadoop.hive.ql.udf.generic.GenericUDFOPEqual,
Luke Lovett  ,Luke Lovett,import org.apache.hadoop.hive.ql.udf.generic.GenericUDFOPEqualOrGreaterThan,
Luke Lovett  ,Luke Lovett,import org.apache.hadoop.hive.ql.udf.generic.GenericUDFOPGreaterThan,
Luke Lovett  ,Luke Lovett,import org.apache.hadoop.hive.ql.udf.generic.GenericUDFOPLessThan,
Luke Lovett  ,Luke Lovett,import org.apache.hadoop.hive.serde2.ColumnProjectionUtils,
Luke Lovett  ,Luke Lovett,import org.apache.hadoop.hive.serde2.typeinfo.TypeInfoFactory,
Luke Lovett  ,Luke Lovett,import org.apache.hadoop.mapred.JobConf,
,,,169
Sweet Song     ,Sweet Song,import org.apache.hadoop.conf.Configuration,
Sweet Song     ,Sweet Song,import org.apache.hadoop.hive.serde.serdeConstants,
Justin Lee     ,Justin Lee,import org.apache.hadoop.hive.serde2.SerDe,
Sweet Song     ,Sweet Song,import org.apache.hadoop.hive.serde2.SerDeException,
Sweet Song     ,Sweet Song,import org.apache.hadoop.hive.serde2.SerDeStats,
Justin Lee     ,Justin Lee,import org.apache.hadoop.hive.serde2.objectinspector.ListObjectInspector,
Justin Lee     ,Justin Lee,import org.apache.hadoop.hive.serde2.objectinspector.MapObjectInspector,
Justin Lee     ,Justin Lee,import org.apache.hadoop.hive.serde2.objectinspector.ObjectInspector,
Justin Lee     ,Justin Lee,import org.apache.hadoop.hive.serde2.objectinspector.PrimitiveObjectInspector,
Justin Lee     ,Justin Lee,import org.apache.hadoop.hive.serde2.objectinspector.StructField,
Justin Lee     ,Justin Lee,import org.apache.hadoop.hive.serde2.objectinspector.StructObjectInspector,
Justin Lee     ,Justin Lee,import org.apache.hadoop.hive.serde2.typeinfo.ListTypeInfo,
Justin Lee     ,Justin Lee,import org.apache.hadoop.hive.serde2.typeinfo.MapTypeInfo,
Justin Lee     ,Justin Lee,import org.apache.hadoop.hive.serde2.typeinfo.PrimitiveTypeInfo,
Justin Lee     ,Justin Lee,import org.apache.hadoop.hive.serde2.typeinfo.StructTypeInfo,
Justin Lee     ,Justin Lee,import org.apache.hadoop.hive.serde2.typeinfo.TypeInfo,
Justin Lee     ,Justin Lee,import org.apache.hadoop.hive.serde2.typeinfo.TypeInfoFactory,
Justin Lee     ,Justin Lee,import org.apache.hadoop.hive.serde2.typeinfo.TypeInfoUtils,
Sweet Song     ,Sweet Song,import org.apache.hadoop.io.Writable,
,,,654
Luke Lovett   ,Luke Lovett,import org.apache.hadoop.conf.Configuration,
Daniel Alabi  ,Daniel Alabi,import org.apache.hadoop.hive.metastore.HiveMetaHook,
Daniel Alabi  ,Daniel Alabi,import org.apache.hadoop.hive.metastore.MetaStoreUtils,
Daniel Alabi  ,Daniel Alabi,import org.apache.hadoop.hive.metastore.api.MetaException,
Daniel Alabi  ,Daniel Alabi,import org.apache.hadoop.hive.metastore.api.Table,
Luke Lovett   ,Luke Lovett,import org.apache.hadoop.hive.ql.index.IndexPredicateAnalyzer,
Luke Lovett   ,Luke Lovett,import org.apache.hadoop.hive.ql.index.IndexSearchCondition,
Daniel Alabi  ,Daniel Alabi,import org.apache.hadoop.hive.ql.metadata.DefaultStorageHandler,
Luke Lovett   ,Luke Lovett,import org.apache.hadoop.hive.ql.metadata.HiveStoragePredicateHandler,
Luke Lovett   ,Luke Lovett,import org.apache.hadoop.hive.ql.plan.ExprNodeDesc,
Luke Lovett   ,Luke Lovett,import org.apache.hadoop.hive.ql.plan.ExprNodeGenericFuncDesc,
Daniel Alabi  ,Daniel Alabi,import org.apache.hadoop.hive.ql.plan.TableDesc,
Luke Lovett   ,Luke Lovett,import org.apache.hadoop.hive.serde.serdeConstants,
Luke Lovett   ,Luke Lovett,import org.apache.hadoop.hive.serde2.Deserializer,
Justin Lee    ,Justin Lee,import org.apache.hadoop.hive.serde2.SerDe,
Daniel Alabi  ,Daniel Alabi,import org.apache.hadoop.mapred.InputFormat,
Luke Lovett   ,Luke Lovett,import org.apache.hadoop.mapred.JobConf,
Daniel Alabi  ,Daniel Alabi,import org.apache.hadoop.mapred.OutputFormat,
,,,285
Daniel Alabi  ,Daniel Alabi,import org.apache.hadoop.fs.FileSystem,
Daniel Alabi  ,Daniel Alabi,import org.apache.hadoop.fs.Path,
Daniel Alabi  ,Daniel Alabi,import org.apache.hadoop.hive.ql.exec.FileSinkOperator.RecordWriter,
Daniel Alabi  ,Daniel Alabi,import org.apache.hadoop.hive.ql.io.HiveOutputFormat,
Daniel Alabi  ,Daniel Alabi,import org.apache.hadoop.io.Writable,
Daniel Alabi  ,Daniel Alabi,import org.apache.hadoop.mapred.JobConf,
Luke Lovett   ,Luke Lovett,import org.apache.hadoop.mapred.TaskAttemptContext,
Daniel Alabi  ,Daniel Alabi,import org.apache.hadoop.util.Progressable,
,,,103
Sweet Song    ,Sweet Song,import org.apache.hadoop.fs.FSDataOutputStream,
Sweet Song    ,Sweet Song,import org.apache.hadoop.fs.FileSystem,
Sweet Song    ,Sweet Song,import org.apache.hadoop.fs.Path,
Sweet Song    ,Sweet Song,import org.apache.hadoop.hive.ql.exec.FileSinkOperator.RecordWriter,
Sweet Song    ,Sweet Song,import org.apache.hadoop.hive.ql.io.HiveOutputFormat,
Sweet Song    ,Sweet Song,import org.apache.hadoop.io.Writable,
Sweet Song    ,Sweet Song,import org.apache.hadoop.mapred.JobConf,
Daniel Alabi  ,Daniel Alabi,import org.apache.hadoop.mapred.TaskAttemptContext,
Sweet Song    ,Sweet Song,import org.apache.hadoop.util.Progressable,
,,,105
Daniel Alabi  ,Daniel Alabi,import org.apache.hadoop.fs.Path,
Luke Lovett   ,Luke Lovett,import org.apache.hadoop.hive.ql.exec.Utilities,
