,Name,Imports,,Name,,Unique Imports,,LOC,,Total Imports,,Intra Collab,,Extra Collab,,,,,
petar_r ,petar_r,import org.apache.hadoop.conf.Configuration,,,,,,,,,,,,,,,,,
petar_r ,petar_r,import org.apache.hadoop.io.Text,,,,,,,,,,,,,,,,,
,,,107,,,,,,,,,,,,,,,,
petar_r ,petar_r,import org.apache.hadoop.conf.Configuration,,,,,,,,,,,,,,,,,
petar_r ,petar_r,import org.apache.hadoop.io.Text,,,,,,,,,,,,,,,,,
,,,130,,,,,,,,,,,,,,,,
petar_r ,petar_r,import org.apache.hadoop.conf.Configuration,,,,,,,,,,,,,,,,,
petar_r ,petar_r,import org.apache.hadoop.io.Text,,,,,,,,,,,,,,,,,
,,,91,,,,,,,,,,,,,,,,
petar_r ,petar_r,import org.apache.hadoop.conf.Configuration,,,,,,,,,,,,,,,,,
petar_r ,petar_r,import org.apache.hadoop.io.Text,,,,,,,,,,,,,,,,,
,,,92,,,,,,,,,,,,,,,,
petar_r ,petar_r,import org.apache.hadoop.conf.Configuration,,,,,,,,,,,,,,,,,
,,,224,,,,,,,,,,,,,,,,
petar_r ,petar_r,import org.apache.hadoop.conf.Configuration,,,,,,,,,,,,,,,,,
,,,374,,,,,,,,,,,,,,,,
petar_r ,petar_r,import org.apache.hadoop.conf.Configuration,,,,,,,,,,,,,,,,,
,,,314,,,,,,,,,,,,,,,,
petar_r ,petar_r,import org.apache.hadoop.conf.Configuration,,,,,,,,,,,,,,,,,
,,,328,,,,,,,,,,,,,,,,
petar_r ,petar_r,import org.apache.hadoop.io.Text,,,,,,,,,,,,,,,,,
petar_r ,petar_r,import org.apache.hadoop.conf.Configuration,,,,,,,,,,,,,,,,,
,,,92,,,,,,,,,,,,,,,,
petar_r ,petar_r,import org.apache.hadoop.conf.Configuration,,,,,,,,,,,,,,,,,
petar_r ,petar_r,import org.apache.hadoop.io.Text,,,,,,,,,,,,,,,,,
,,,105,,,,,,,,,,,,,,,,
petar_r ,petar_r,import org.apache.hadoop.conf.Configuration,,,,,,,,,,,,,,,,,
petar_r ,petar_r,import org.apache.hadoop.io.Text,,,,,,,,,,,,,,,,,
petar_r ,petar_r,import org.apache.hadoop.io.Writable,,,,,,,,,,,,,,,,,
,,,351,,,,,,,,,,,,,,,,
petar_r ,petar_r,import org.apache.hadoop.conf.Configuration,,,,,,,,,,,,,,,,,
,,,50,,,,,,,,,,,,,,,,
petar_r ,petar_r,import org.apache.hadoop.conf.Configuration,,,,,,,,,,,,,,,,,
,,,198,,,,,,,,,,,,,,,,
petar_r ,petar_r,import org.apache.hadoop.conf.Configuration,,,,,,,,,,,,,,,,,
,,,109,,,,,,,,,,,,,,,,
petar_r ,petar_r,import org.apache.hadoop.conf.Configuration,,,,,,,,,,,,,,,,,
petar_r ,petar_r,import org.apache.hadoop.io.Text,,,,,,,,,,,,,,,,,
,,,67,,,,,,,,,,,,,,,,
petar_r ,petar_r,import org.apache.hadoop.conf.Configuration,,,,,,,,,,,,,,,,,
petar_r ,petar_r,import org.apache.hadoop.io.Text,,,,,,,,,,,,,,,,,
,,,114,,,,,,,,,,,,,,,,
petar_r ,petar_r,import org.apache.hadoop.conf.Configuration,,,,,,,,,,,,,,,,,
,,,57,,,,,,,,,,,,,,,,
petar_r ,petar_r,import org.apache.hadoop.conf.Configuration,,,,,,,,,,,,,,,,,
,,,202,,,,,,,,,,,,,,,,
petar_r ,petar_r,import org.apache.hadoop.conf.Configuration,,,,,,,,,,,,,,,,,
,,,45,,,,,,,,,,,,,,,,
petar_r ,petar_r,import org.apache.hadoop.conf.Configuration,,,,,,,,,,,,,,,,,
,,,47,,,,,,,,,,,,,,,,
petar_r ,petar_r,import org.apache.hadoop.conf.Configuration,,,,,,,,,,,,,,,,,
petar_r ,petar_r,import org.apache.hadoop.io.Text,,,,,,,,,,,,,,,,,
,,,160,,,,,,,,,,,,,,,,
petar_r ,petar_r,import org.apache.hadoop.io.Text,,,,,,,,,,,,,,,,,
petar_r ,petar_r,import org.apache.hadoop.conf.Configuration,,,,,,,,,,,,,,,,,
,,,78,,,,,,,,,,,,,,,,
petar_r ,petar_r,import org.apache.hadoop.conf.Configuration,,,,,,,,,,,,,,,,,
,,,195,,,,,,,,,,,,,,,,
petar_r ,petar_r,import org.apache.hadoop.conf.Configuration,,,,,,,,,,,,,,,,,
petar_r ,petar_r,import org.apache.hadoop.conf.Configurable,,,,,,,,,,,,,,,,,
,,,141,,,,,,,,,,,,,,,,
petar_r ,petar_r,import org.apache.hadoop.conf.Configuration,,,,,,,,,,,,,,,,,
,,,422,,,,,,,,,,,,,,,,
petar_r ,petar_r,import org.apache.hadoop.conf.Configuration,,,,,,,,,,,,,,,,,
petar_r ,petar_r,import org.apache.hadoop.conf.Configurable,,,,,,,,,,,,,,,,,
,,,190,,,,,,,,,,,,,,,,
petar_r ,petar_r,import org.apache.hadoop.conf.Configuration,,,,,,,,,,,,,,,,,
petar_r ,petar_r,import org.apache.hadoop.io.Text,,,,,,,,,,,,,,,,,
,,,100,,,,,,,,,,,,,,,,
petar_r ,petar_r,import org.apache.hadoop.conf.Configuration,,,,,,,,,,,,,,,,,
petar_r ,petar_r,import org.apache.hadoop.io.Text,,,,,,,,,,,,,,,,,
,,,79,,,,,,,,,,,,,,,,
petar_r ,petar_r,import org.apache.hadoop.conf.Configuration,,,,,,,,,,,,,,,,,
,,,124,,,,,,,,,,,,,,,,
petar_r ,petar_r,import org.apache.hadoop.conf.Configuration,,,,,,,,,,,,,,,,,
,,,116,,,,,,,,,,,,,,,,
petar_r ,petar_r,import org.apache.hadoop.conf.Configuration,,,,,,,,,,,,,,,,,
,,,176,,,,,,,,,,,,,,,,
petar_r ,petar_r,import org.apache.hadoop.conf.Configuration,,,,,,,,,,,,,,,,,
,,,403,,,,,,,,,,,,,,,,
petar_r ,petar_r,import org.apache.hadoop.conf.all,,,,,,,,,,,,,,,,,
,,,301,,,,,,,,,,,,,,,,
petar_r ,petar_r,import org.apache.hadoop.conf.Configuration,,,,,,,,,,,,,,,,,
petar_r ,petar_r,import org.apache.hadoop.io.Text,,,,,,,,,,,,,,,,,
,,,236,,,,,,,,,,,,,,,,
petar_r ,petar_r,import org.apache.hadoop.conf.Configuration,,,,,,,,,,,,,,,,,
petar_r ,petar_r,import org.apache.hadoop.io.Text,,,,,,,,,,,,,,,,,
,,,83,,,,,,,,,,,,,,,,
petar_r ,petar_r,import org.apache.hadoop.conf.Configuration,,,,,,,,,,,,,,,,,
,,,435,,,,,,,,,,,,,,,,
petar_r ,petar_r,import org.apache.hadoop.conf.Configuration,,,,,,,,,,,,,,,,,
,,,118,,,,,,,,,,,,,,,,
petar_r ,petar_r,import org.apache.hadoop.conf.Configuration,,,,,,,,,,,,,,,,,
petar_r ,petar_r,import org.apache.hadoop.conf.Configured,,,,,,,,,,,,,,,,,
,,,219,,,,,,,,,,,,,,,,
petar_r ,petar_r,import org.apache.hadoop.conf.Configuration,,,,,,,,,,,,,,,,,
,,,368,,,,,,,,,,,,,,,,
petar_r ,petar_r,import org.apache.hadoop.conf.Configuration,,,,,,,,,,,,,,,,,
,,,234,,,,,,,,,,,,,,,,
petar_r ,petar_r,import org.apache.hadoop.conf.Configuration,,,,,,,,,,,,,,,,,
petar_r ,petar_r,import org.apache.hadoop.io.Text,,,,,,,,,,,,,,,,,
,,,127,,,,,,,,,,,,,,,,
petar_r ,petar_r,import org.apache.hadoop.conf.Configuration,,,,,,,,,,,,,,,,,
,,,181,,,,,,,,,,,,,,,,
Jonathan Ellis   ,Jonathan Ellis,import org.apache.hadoop.conf.Configuration,,,,,,,,,,,,,,,,,
Jonathan Ellis   ,Jonathan Ellis,import org.apache.hadoop.conf.Configured,,,,,,,,,,,,,,,,,
Jonathan Ellis   ,Jonathan Ellis,import org.apache.hadoop.fs.Path,,,,,,,,,,,,,,,,,
Jonathan Ellis   ,Jonathan Ellis,import org.apache.hadoop.io.IntWritable,,,,,,,,,,,,,,,,,
Jonathan Ellis   ,Jonathan Ellis,import org.apache.hadoop.io.Text,,,,,,,,,,,,,,,,,
Jonathan Ellis   ,Jonathan Ellis,import org.apache.hadoop.mapreduce.Job,,,,,,,,,,,,,,,,,
Jonathan Ellis   ,Jonathan Ellis,import org.apache.hadoop.mapreduce.Mapper,,,,,,,,,,,,,,,,,
Jonathan Ellis   ,Jonathan Ellis,import org.apache.hadoop.mapreduce.Reducer,,,,,,,,,,,,,,,,,
Jonathan Ellis   ,Jonathan Ellis,import org.apache.hadoop.mapreduce.lib.output.FileOutputFormat,,,,,,,,,,,,,,,,,
Jonathan Ellis   ,Jonathan Ellis,import org.apache.hadoop.util.Tool,,,,,,,,,,,,,,,,,
Jonathan Ellis   ,Jonathan Ellis,import org.apache.hadoop.util.ToolRunner,,,,,,,,,,,,,,,,,
,,,259,,,,,,,,,,,,,,,,
Jonathan Ellis   ,Jonathan Ellis,import org.apache.hadoop.conf.Configuration,,,,,,,,,,,,,,,,,
Jonathan Ellis   ,Jonathan Ellis,import org.apache.hadoop.conf.Configured,,,,,,,,,,,,,,,,,
Jonathan Ellis   ,Jonathan Ellis,import org.apache.hadoop.fs.Path,,,,,,,,,,,,,,,,,
Jonathan Ellis   ,Jonathan Ellis,import org.apache.hadoop.io.Text,,,,,,,,,,,,,,,,,
Jonathan Ellis   ,Jonathan Ellis,import org.apache.hadoop.io.LongWritable,,,,,,,,,,,,,,,,,
Jonathan Ellis   ,Jonathan Ellis,import org.apache.hadoop.mapreduce.Job,,,,,,,,,,,,,,,,,
Jonathan Ellis   ,Jonathan Ellis,import org.apache.hadoop.mapreduce.Mapper,,,,,,,,,,,,,,,,,
Jonathan Ellis   ,Jonathan Ellis,import org.apache.hadoop.mapreduce.Reducer,,,,,,,,,,,,,,,,,
Jonathan Ellis   ,Jonathan Ellis,import org.apache.hadoop.mapreduce.lib.output.FileOutputFormat,,,,,,,,,,,,,,,,,
Jonathan Ellis   ,Jonathan Ellis,import org.apache.hadoop.util.Tool,,,,,,,,,,,,,,,,,
Jonathan Ellis   ,Jonathan Ellis,import org.apache.hadoop.util.ToolRunner,,,,,,,,,,,,,,,,,
,,,168,,,,,,,,,,,,,,,,
Jonathan Ellis    ,Jonathan Ellis,import org.apache.hadoop.conf.Configuration,,,,,,,,,,,,,,,,,
,,,121,,,,,,,,,,,,,,,,
Brandon Williams ,Brandon Williams,import org.apache.hadoop.conf.Configuration,,,,,,,,,,,,,,,,,
Brandon Williams ,Brandon Williams,import org.apache.hadoop.mapreduce.Counter,,,,,,,,,,,,,,,,,
Brandon Williams ,Brandon Williams,import org.apache.hadoop.mapreduce.InputSplit,,,,,,,,,,,,,,,,,
Brandon Williams ,Brandon Williams,import org.apache.hadoop.mapreduce.JobContext,,,,,,,,,,,,,,,,,
Brandon Williams ,Brandon Williams,import org.apache.hadoop.mapreduce.JobID,,,,,,,,,,,,,,,,,
Brandon Williams ,Brandon Williams,import org.apache.hadoop.mapreduce.MapContext,,,,,,,,,,,,,,,,,
Brandon Williams ,Brandon Williams,import org.apache.hadoop.mapreduce.OutputCommitter,,,,,,,,,,,,,,,,,
Brandon Williams ,Brandon Williams,import org.apache.hadoop.mapreduce.RecordReader,,,,,,,,,,,,,,,,,
Brandon Williams ,Brandon Williams,import org.apache.hadoop.mapreduce.RecordWriter,,,,,,,,,,,,,,,,,
Brandon Williams ,Brandon Williams,import org.apache.hadoop.mapreduce.StatusReporter,,,,,,,,,,,,,,,,,
Brandon Williams ,Brandon Williams,import org.apache.hadoop.mapreduce.TaskAttemptContext,,,,,,,,,,,,,,,,,
Brandon Williams ,Brandon Williams,import org.apache.hadoop.mapreduce.TaskAttemptID,,,,,,,,,,,,,,,,,
Brandon Williams ,Brandon Williams,import org.apache.hadoop.mapreduce.TaskInputOutputContext,,,,,,,,,,,,,,,,,
,,,303,,,,,,,,,,,,,,,,
Brandon Williams ,Brandon Williams,import org.apache.hadoop.io.Writable,,,,,,,,,,,,,,,,,
Brandon Williams ,Brandon Williams,import org.apache.hadoop.mapreduce.InputSplit,,,,,,,,,,,,,,,,,
,,,126,,,,,,,,,,,,,,,,
Sylvain Lebresne       ,Sylvain Lebresne,import org.apache.hadoop.conf.Configuration,,,,,,,,,,,,,,,,,
Sylvain Lebresne       ,Sylvain Lebresne,import org.apache.hadoop.mapreduce.InputSplit,,,,,,,,,,,,,,,,,
Sylvain Lebresne       ,Sylvain Lebresne,import org.apache.hadoop.mapreduce.RecordReader,,,,,,,,,,,,,,,,,
Sylvain Lebresne       ,Sylvain Lebresne,import org.apache.hadoop.mapreduce.TaskAttemptContext,,,,,,,,,,,,,,,,,
,,,783,,,,,,,,,,,,,,,,
Sylvain Lebresne  ,Sylvain Lebresne,import org.apache.hadoop.conf.Configuration,,,,,,,,,,,,,,,,,
Sylvain Lebresne  ,Sylvain Lebresne,import org.apache.hadoop.mapred.InputSplit,,,,,,,,,,,,,,,,,
Sylvain Lebresne  ,Sylvain Lebresne,import org.apache.hadoop.mapred.JobConf,,,,,,,,,,,,,,,,,
Sylvain Lebresne  ,Sylvain Lebresne,import org.apache.hadoop.mapred.RecordReader,,,,,,,,,,,,,,,,,
Sylvain Lebresne  ,Sylvain Lebresne,import org.apache.hadoop.mapred.Reporter,,,,,,,,,,,,,,,,,
Sylvain Lebresne  ,Sylvain Lebresne,import org.apache.hadoop.mapreduce.JobContext,,,,,,,,,,,,,,,,,
Sylvain Lebresne  ,Sylvain Lebresne,import org.apache.hadoop.mapreduce.TaskAttemptContext,,,,,,,,,,,,,,,,,
Sylvain Lebresne  ,Sylvain Lebresne,import org.apache.hadoop.mapreduce.TaskAttemptID,,,,,,,,,,,,,,,,,
,,,349,,,,,,,,,,,,,,,,
Brandon Williams  ,Brandon Williams,import org.apache.hadoop.conf.Configuration,,,,,,,,,,,,,,,,,
Philip Thompson   ,Philip Thompson,import org.apache.hadoop.mapreduce.RecordWriter,,,,,,,,,,,,,,,,,
Brandon Williams  ,Brandon Williams,import org.apache.hadoop.mapreduce.TaskAttemptContext,,,,,,,,,,,,,,,,,
Brandon Williams  ,Brandon Williams,import org.apache.hadoop.util.Progressable,,,,,,,,,,,,,,,,,
,,,320,,,,,,,,,,,,,,,,
Philip Thompson   ,Philip Thompson,import org.apache.hadoop.conf.Configuration,,,,,,,,,,,,,,,,,
,,,650,,,,,,,,,,,,,,,,
Philip Thompson  ,Philip Thompson,import org.apache.hadoop.conf.all,,,,,,,,,,,,,,,,,
Jonathan Ellis   ,Jonathan Ellis,import org.apache.hadoop.mapreduce.all,,,,,,,,,,,,,,,,,
,,,143,,,,,,,,,,,,,,,,
Jonathan Ellis    ,Jonathan Ellis,import org.apache.hadoop.conf.Configuration,,,,,,,,,,,,,,,,,
Philip Thompson   ,Philip Thompson,import org.apache.hadoop.mapreduce.RecordWriter,,,,,,,,,,,,,,,,,
Philip Thompson   ,Philip Thompson,import org.apache.hadoop.mapreduce.TaskAttemptContext,,,,,,,,,,,,,,,,,
Joshua McKenzie   ,Joshua McKenzie,import org.apache.hadoop.util.Progressable,,,,,,,,,,,,,,,,,
,,,535,,,,,,,,,,,,,,,,
Brandon Williams ,Brandon Williams,import org.apache.hadoop.conf.Configuration,,,,,,,,,,,,,,,,,
Brandon Williams ,Brandon Williams,import org.apache.hadoop.fs.FileSystem,,,,,,,,,,,,,,,,,
Brandon Williams ,Brandon Williams,import org.apache.hadoop.mapred.JobConf,,,,,,,,,,,,,,,,,
Philip Thompson  ,Philip Thompson,import org.apache.hadoop.mapreduce.JobContext,,,,,,,,,,,,,,,,,
Philip Thompson  ,Philip Thompson,import org.apache.hadoop.mapreduce.OutputCommitter,,,,,,,,,,,,,,,,,
Philip Thompson  ,Philip Thompson,import org.apache.hadoop.mapreduce.OutputFormat,,,,,,,,,,,,,,,,,
Brandon Williams ,Brandon Williams,import org.apache.hadoop.mapreduce.RecordWriter,,,,,,,,,,,,,,,,,
Brandon Williams ,Brandon Williams,import org.apache.hadoop.mapreduce.TaskAttemptContext,,,,,,,,,,,,,,,,,
Brandon Williams ,Brandon Williams,import org.apache.hadoop.util.Progressable,,,,,,,,,,,,,,,,,
,,,209,,,,,,,,,,,,,,,,
Jonathan Ellis    ,Jonathan Ellis,import org.apache.hadoop.conf.Configuration,,,,,,,,,,,,,,,,,
,,,604,,,,,,,,,,,,,,,,
Brandon Williams ,Brandon Williams,import org.apache.hadoop.mapred.Counters,,,,,,,,,,,,,,,,,
Brandon Williams ,Brandon Williams,import org.apache.hadoop.mapred.InputSplit,,,,,,,,,,,,,,,,,
Brandon Williams ,Brandon Williams,import org.apache.hadoop.mapred.Reporter,,,,,,,,,,,,,,,,,
Brandon Williams ,Brandon Williams,import org.apache.hadoop.mapreduce.StatusReporter,,,,,,,,,,,,,,,,,
,,,75,,,,,,,,,,,,,,,,
Jonathan Ellis    ,Jonathan Ellis,import org.apache.hadoop.conf.Configuration,,,,,,,,,,,,,,,,,
,,,121,,,,,,,,,,,,,,,,
Jonathan Ellis   ,Jonathan Ellis,import org.apache.hadoop.conf.Configuration,,,,,,,,,,,,,,,,,
,,,52,,,,,,,,,,,,,,,,
Alex Black       ,Alex Black,import org.apache.hadoop.conf.Configuration,,,,,,,,,,,,,,,,,
Alex Black       ,Alex Black,import org.apache.hadoop.fs.FileSystem,,,,,,,,,,,,,,,,,
Alex Black       ,Alex Black,import org.apache.hadoop.fs.LocatedFileStatus,,,,,,,,,,,,,,,,,
Alex Black       ,Alex Black,import org.apache.hadoop.fs.RemoteIterator,,,,,,,,,,,,,,,,,
,,,577,,,,,,,,,,,,,,,,
Alex Black ,Alex Black,import org.apache.hadoop.io.Text,,,,,,,,,,,,,,,,,
Alex Black ,Alex Black,import org.apache.hadoop.mapreduce.lib.output.SequenceFileOutputFormat,,,,,,,,,,,,,,,,,
,,,452,,,,,,,,,,,,,,,,
Alex Black ,Alex Black,import org.apache.hadoop.conf.Configuration,,,,,,,,,,,,,,,,,
Alex Black ,Alex Black,import org.apache.hadoop.fs.FSDataInputStream,,,,,,,,,,,,,,,,,
Alex Black ,Alex Black,import org.apache.hadoop.fs.FileSystem,,,,,,,,,,,,,,,,,
Alex Black ,Alex Black,import org.apache.hadoop.fs.Path,,,,,,,,,,,,,,,,,
,,,167,,,,,,,,,,,,,,,,
Alex Black ,Alex Black,import org.apache.hadoop.conf.Configuration,,,,,,,,,,,,,,,,,
Alex Black ,Alex Black,import org.apache.hadoop.fs.FSDataInputStream,,,,,,,,,,,,,,,,,
Alex Black ,Alex Black,import org.apache.hadoop.fs.FileSystem,,,,,,,,,,,,,,,,,
Alex Black ,Alex Black,import org.apache.hadoop.fs.Path,,,,,,,,,,,,,,,,,
,,,100,,,,,,,,,,,,,,,,
Alex Black     ,Alex Black,import org.apache.hadoop.fs.FileSystem,,,,,,,,,,,,,,,,,
Alex Black     ,Alex Black,import org.apache.hadoop.fs.Path,,,,,,,,,,,,,,,,,
,,,351,,,,,,,,,,,,,,,,
Alex Black ,Alex Black,import org.apache.hadoop.conf.Configuration,,,,,,,,,,,,,,,,,
Alex Black ,Alex Black,import org.apache.hadoop.fs.FSDataOutputStream,,,,,,,,,,,,,,,,,
Alex Black ,Alex Black,import org.apache.hadoop.fs.FileSystem,,,,,,,,,,,,,,,,,
Alex Black ,Alex Black,import org.apache.hadoop.fs.Path,,,,,,,,,,,,,,,,,
,,,52,,,,,,,,,,,,,,,,
Alex Black ,Alex Black,import org.apache.hadoop.conf.Configuration,,,,,,,,,,,,,,,,,
Alex Black ,Alex Black,import org.apache.hadoop.fs.FSDataOutputStream,,,,,,,,,,,,,,,,,
Alex Black ,Alex Black,import org.apache.hadoop.fs.FileSystem,,,,,,,,,,,,,,,,,
Alex Black ,Alex Black,import org.apache.hadoop.fs.Path,,,,,,,,,,,,,,,,,
,,,52,,,,,,,,,,,,,,,,
Alex Black ,Alex Black,import org.apache.hadoop.conf.Configuration,,,,,,,,,,,,,,,,,
Alex Black ,Alex Black,import org.apache.hadoop.fs.FSDataOutputStream,,,,,,,,,,,,,,,,,
Alex Black ,Alex Black,import org.apache.hadoop.fs.FileSystem,,,,,,,,,,,,,,,,,
Alex Black ,Alex Black,import org.apache.hadoop.fs.Path,,,,,,,,,,,,,,,,,
,,,103,,,,,,,,,,,,,,,,
nyghtowl   ,nyghtowl,import org.apache.hadoop.io.BytesWritable,,,,,,,,,,,,,,,,,
nyghtowl   ,nyghtowl,import org.apache.hadoop.io.Text,,,,,,,,,,,,,,,,,
,,,125,,,,,,,,,,,,,,,,
DuNinglin [杜宁林] ,DuNinglin [杜宁林],import org.apache.hadoop.conf.Configuration,,,,,,,,,,,,,,,,,
DuNinglin [杜宁林] ,DuNinglin [杜宁林],import org.apache.hadoop.fs.Path,,,,,,,,,,,,,,,,,
DuNinglin [杜宁林] ,DuNinglin [杜宁林],import org.apache.hadoop.mapreduce.Job,,,,,,,,,,,,,,,,,
DuNinglin [杜宁林] ,DuNinglin [杜宁林],import org.apache.hadoop.mapreduce.RecordReader,,,,,,,,,,,,,,,,,
DuNinglin [杜宁林] ,DuNinglin [杜宁林],import org.apache.hadoop.mapreduce.TaskAttemptContext,,,,,,,,,,,,,,,,,
DuNinglin [杜宁林] ,DuNinglin [杜宁林],import org.apache.hadoop.mapreduce.TaskAttemptID,,,,,,,,,,,,,,,,,
DuNinglin [杜宁林] ,DuNinglin [杜宁林],import org.apache.hadoop.mapreduce.lib.input.FileSplit,,,,,,,,,,,,,,,,,
DuNinglin [杜宁林] ,DuNinglin [杜宁林],import org.apache.hadoop.mapreduce.task.TaskAttemptContextImpl,,,,,,,,,,,,,,,,,
DuNinglin [杜宁林] ,DuNinglin [杜宁林],import org.apache.hadoop.util.ReflectionUtils,,,,,,,,,,,,,,,,,
,,,78,,,,,,,,,,,,,,,,
DuNinglin [杜宁林] ,DuNinglin [杜宁林],import org.apache.hadoop.conf.Configuration,,,,,,,,,,,,,,,,,
DuNinglin [杜宁林] ,DuNinglin [杜宁林],import org.apache.hadoop.util.ReflectionUtils,,,,,,,,,,,,,,,,,
,,,102,,,,,,,,,,,,,,,,
Keuntae Park ,Keuntae Park,import org.apache.hadoop.conf.Configuration,,,,,,,,,,,,,,,,,
Keuntae Park ,Keuntae Park,import org.apache.hadoop.fs.Path,,,,,,,,,,,,,,,,,
Keuntae Park ,Keuntae Park,import org.apache.hadoop.hive.ql.exec.vector.BytesColumnVector,,,,,,,,,,,,,,,,,
Keuntae Park ,Keuntae Park,import org.apache.hadoop.hive.ql.exec.vector.DoubleColumnVector,,,,,,,,,,,,,,,,,
Keuntae Park ,Keuntae Park,import org.apache.hadoop.hive.ql.exec.vector.ListColumnVector,,,,,,,,,,,,,,,,,
Keuntae Park ,Keuntae Park,import org.apache.hadoop.hive.ql.exec.vector.VectorizedRowBatch,,,,,,,,,,,,,,,,,
Keuntae Park ,Keuntae Park,import org.apache.hadoop.hive.ql.io.orc.OrcNewInputFormat,,,,,,,,,,,,,,,,,
Keuntae Park ,Keuntae Park,import org.apache.hadoop.hive.ql.io.orc.OrcStruct,,,,,,,,,,,,,,,,,
Keuntae Park ,Keuntae Park,import org.apache.hadoop.mapreduce.InputFormat,,,,,,,,,,,,,,,,,
Keuntae Park ,Keuntae Park,import org.apache.hadoop.mapreduce.Job,,,,,,,,,,,,,,,,,
Keuntae Park ,Keuntae Park,import org.apache.hadoop.mapreduce.RecordReader,,,,,,,,,,,,,,,,,
Keuntae Park ,Keuntae Park,import org.apache.hadoop.mapreduce.TaskAttemptContext,,,,,,,,,,,,,,,,,
Keuntae Park ,Keuntae Park,import org.apache.hadoop.mapreduce.TaskAttemptID,,,,,,,,,,,,,,,,,
Keuntae Park ,Keuntae Park,import org.apache.hadoop.mapreduce.lib.input.FileSplit,,,,,,,,,,,,,,,,,
Keuntae Park ,Keuntae Park,import org.apache.hadoop.mapreduce.task.TaskAttemptContextImpl,,,,,,,,,,,,,,,,,
Keuntae Park ,Keuntae Park,import org.apache.hadoop.util.ReflectionUtils,,,,,,,,,,,,,,,,,
,,,149,,,,,,,,,,,,,,,,
Keuntae Park ,Keuntae Park,import org.apache.hadoop.conf.Configuration,,,,,,,,,,,,,,,,,
Keuntae Park ,Keuntae Park,import org.apache.hadoop.fs.Path,,,,,,,,,,,,,,,,,
Keuntae Park ,Keuntae Park,import org.apache.hadoop.hive.ql.exec.vector.BytesColumnVector,,,,,,,,,,,,,,,,,
Keuntae Park ,Keuntae Park,import org.apache.hadoop.hive.ql.exec.vector.LongColumnVector,,,,,,,,,,,,,,,,,
Keuntae Park ,Keuntae Park,import org.apache.hadoop.hive.ql.exec.vector.VectorizedRowBatch,,,,,,,,,,,,,,,,,
Keuntae Park ,Keuntae Park,import org.apache.hadoop.mapreduce.JobContext,,,,,,,,,,,,,,,,,
,,,356,,,,,,,,,,,,,,,,
Keuntae Park ,Keuntae Park,import org.apache.hadoop.conf.Configuration,,,,,,,,,,,,,,,,,
Keuntae Park ,Keuntae Park,import org.apache.hadoop.hive.ql.io.orc.OrcSerde,,,,,,,,,,,,,,,,,
Keuntae Park ,Keuntae Park,import org.apache.hadoop.hive.ql.io.orc.OrcStruct,,,,,,,,,,,,,,,,,
Keuntae Park ,Keuntae Park,import org.apache.hadoop.hive.serde2.SerDeException,,,,,,,,,,,,,,,,,
Keuntae Park ,Keuntae Park,import org.apache.hadoop.hive.serde2.objectinspector.ListObjectInspector,,,,,,,,,,,,,,,,,
Keuntae Park ,Keuntae Park,import org.apache.hadoop.hive.serde2.objectinspector.ObjectInspector,,,,,,,,,,,,,,,,,
Keuntae Park ,Keuntae Park,import org.apache.hadoop.hive.serde2.objectinspector.PrimitiveObjectInspector,,,,,,,,,,,,,,,,,
Keuntae Park ,Keuntae Park,import org.apache.hadoop.hive.serde2.objectinspector.StructField,,,,,,,,,,,,,,,,,
Keuntae Park ,Keuntae Park,import org.apache.hadoop.hive.serde2.objectinspector.StructObjectInspector,,,,,,,,,,,,,,,,,
Keuntae Park ,Keuntae Park,import org.apache.hadoop.hive.serde2.typeinfo.StructTypeInfo,,,,,,,,,,,,,,,,,
Keuntae Park ,Keuntae Park,import org.apache.hadoop.hive.serde2.typeinfo.TypeInfo,,,,,,,,,,,,,,,,,
Keuntae Park ,Keuntae Park,import org.apache.hadoop.hive.serde2.typeinfo.TypeInfoUtils,,,,,,,,,,,,,,,,,
,,,215,,,,,,,,,,,,,,,,
Zhao Weinan ,Zhao Weinan,import org.apache.hadoop.fs.FSDataInputStream,,,,,,,,,,,,,,,,,
Zhao Weinan ,Zhao Weinan,import org.apache.hadoop.fs.FileSystem,,,,,,,,,,,,,,,,,
Zhao Weinan ,Zhao Weinan,import org.apache.hadoop.fs.Path,,,,,,,,,,,,,,,,,
Zhao Weinan ,Zhao Weinan,import org.apache.hadoop.io.NullWritable,,,,,,,,,,,,,,,,,
Zhao Weinan ,Zhao Weinan,import org.apache.hadoop.mapreduce.InputSplit,,,,,,,,,,,,,,,,,
Zhao Weinan ,Zhao Weinan,import org.apache.hadoop.mapreduce.RecordReader,,,,,,,,,,,,,,,,,
Zhao Weinan ,Zhao Weinan,import org.apache.hadoop.mapreduce.TaskAttemptContext,,,,,,,,,,,,,,,,,
Zhao Weinan ,Zhao Weinan,import org.apache.hadoop.mapreduce.lib.input.FileInputFormat,,,,,,,,,,,,,,,,,
,,,73,,,,,,,,,,,,,,,,
Zhao Weinan ,Zhao Weinan,import org.apache.hadoop.io.NullWritable,,,,,,,,,,,,,,,,,
,,,52,,,,,,,,,,,,,,,,
fjy          ,fjy,import org.apache.hadoop.conf.Configuration,,,,,,,,,,,,,,,,,
,,,78,,,,,,,,,,,,,,,,
Himanshu Gupta ,Himanshu Gupta,import org.apache.hadoop.conf.Configuration,,,,,,,,,,,,,,,,,
